,Model,GenderSelf,Feminine,Attractive,Image,y_label,LL,dist_centre_F,dist_centre_H,LL_M,LL_F,pF_svm_linear,pF_svm_rbf
150,BF-044,F,2.765957447,2.106382979,CFD-BF-044-034-N.jpg,150,212.42766429223985,0.8807757496833801,0.7900230288505554,,136.81728653815895,0.0039999832394677646,0.004254164662097621
151,BF-045,F,3.414893617,2.787234043,CFD-BF-045-003-N.jpg,151,166.76451324307484,0.973698079586029,1.0259549617767334,,140.2094944433879,0.995911317266167,0.9946934574174605
152,BF-047,F,3.852272727,2.909090909,CFD-BF-047-003-N.jpg,152,210.2420847077825,0.8478671908378601,0.9203783869743347,,188.61453433683454,0.9967447317810716,0.9967340270074511
153,BF-048,F,3.489361702,2.680851064,CFD-BF-048-002-N.jpg,153,238.33217043148645,0.7944285869598389,0.8460411429405212,,244.95122947318424,0.9770241387861157,0.9781043205277141
154,BF-049,F,5.212765957,4.446808511,CFD-BF-049-032-N.jpg,154,227.40612703404364,0.8167537450790405,0.8615273833274841,,208.29188717025576,0.9670225878424149,0.9764191864427222
155,BF-050,F,4.760416667,3.791666667,CFD-BF-050-003-N.jpg,155,218.3891509978556,0.9013690948486328,0.9435451030731201,,211.43681660374702,0.8855025106302483,0.9854232956101137
156,BF-051,F,3.195402299,2.137931034,CFD-BF-051-035-N.jpg,156,222.11100584404673,0.9048751592636108,0.9077494740486145,,216.16132999110158,0.9890188331468763,0.9563196496372416
157,BF-200,F,2.714285714,1.551724138,CFD-BF-200-080-N.jpg,157,224.6175689144864,0.9462899565696716,0.9393808245658875,,212.37815204231111,0.6462509455908415,0.6772748311900831
158,BF-201,F,5,4.16,CFD-BF-201-080-N.jpg,158,199.76804852707008,0.9225756525993347,1.0635219812393188,,195.0019914367317,0.9999733121553636,0.9999841124280121
159,BF-202,F,4.033333333,3.066666667,CFD-BF-202-109-N.jpg,159,209.3793388762876,0.8432312607765198,0.8542519807815552,,203.88558946822045,0.7909155058503871,0.7216752659371891
160,BF-203,F,4.32,2.48,CFD-BF-203-184-N.jpg,160,191.27391225321577,0.8825723528862,1.016728162765503,,169.4946386213369,0.9985298522592895,0.9994090981965239
161,BF-204,F,4.875,4,CFD-BF-204-189-N.jpg,161,203.68646381789483,0.954951286315918,1.075956106185913,,198.67901119120364,0.9981066155536704,0.9994306966129014
162,BF-205,F,3.714285714,2.607142857,CFD-BF-205-141-N.jpg,162,175.71999009878826,1.0252448320388794,0.9939234852790833,,127.57616997154142,0.1377869146890522,0.16703289368388585
163,BF-206,F,3.5,2.321428571,CFD-BF-206-143-N.jpg,163,220.45989584544898,0.8606462478637695,0.8930721282958984,,181.3375158928547,0.7040378167823285,0.7234735876574029
164,BF-207,F,4.392857143,3.814814815,CFD-BF-207-004-N.jpg,164,223.7039090214724,0.9202579259872437,0.9903016090393066,,226.67687024477527,0.9976909804755203,0.9980227942712457
165,BF-208,F,4.433333333,3.366666667,CFD-BF-208-266-N.jpg,165,225.48439692152553,0.9159389734268188,1.0097490549087524,,244.52197240701906,0.9982516746840207,0.9973170835678922
166,BF-209,F,3.785714286,2.428571429,CFD-BF-209-172-N.jpg,166,238.27083533635587,0.8289421200752258,0.825947642326355,,221.21829835874587,0.5248687840413784,0.38303445815366327
167,BF-210,F,4.962962963,4.074074074,CFD-BF-210-130-N.jpg,167,216.86091138934177,0.9348725080490112,0.9902908802032471,,209.8325633329374,0.8780834804560128,0.973109799364756
168,BF-211,F,3.814814815,2.518518519,CFD-BF-211-168-N.jpg,168,167.2800001201494,0.9874656796455383,1.0813257694244385,,167.61753428404614,0.995055042541639,0.995853273547305
169,BF-212,F,5.166666667,4.6,CFD-BF-212-315-N.jpg,169,194.459779845936,0.9425827264785767,1.0174607038497925,,179.65744235958314,0.9924507919352411,0.9966578267118327
170,BF-213,F,3.555555556,2.481481481,CFD-BF-213-188-N.jpg,170,192.717149515973,0.9185957312583923,0.9569222331047058,,165.01670613266612,0.9679977981343748,0.9623389695028247
171,BF-214,F,5.461538462,4.846153846,CFD-BF-214-308-N.jpg,171,206.88086178723668,0.887365460395813,0.9807631373405457,,213.36866475631132,0.9995128523472379,0.9985983087488042
172,BF-215,F,4.733333333,3.857142857,CFD-BF-215-177-N.jpg,172,192.52447043669977,0.9478484988212585,0.9668866991996765,,166.71503307665998,0.7778491540381136,0.902954327115181
173,BF-216,F,6,4.892857143,CFD-BF-216-132-N.jpg,173,224.85349320001814,0.8353036046028137,0.9092646241188049,,231.49744618581798,0.9868405774822269,0.9902365003085091
174,BF-217,F,5.448275862,4.714285714,CFD-BF-217-189-N.jpg,174,229.53190043264405,0.8041511178016663,0.8947272300720215,,234.37829558654738,0.9938976604298676,0.997563646302902
175,BF-218,F,5.625,5.08,CFD-BF-218-207-N.jpg,175,208.7752246274669,0.8723946213722229,1.0009499788284302,,199.72535006928183,0.9992850334149281,0.9996845498303474
176,BF-219,F,3.137931034,2.310344828,CFD-BF-219-137-N.jpg,176,194.07784264586996,0.8729521036148071,0.8920709490776062,,147.95477851105863,0.8164475126055444,0.7910757859857426
177,BF-220,F,3.366666667,2.266666667,CFD-BF-220-161-N.jpg,177,214.8119538245079,0.9017126560211182,0.9221897721290588,,202.17988961074883,0.9731013353173826,0.9446905993822281
178,BF-221,F,5.52,4.64,CFD-BF-221-223-N.jpg,178,242.58161453078108,0.7882617115974426,0.9281661510467529,,240.66467882905434,0.9999592473705881,0.9999644698013315
179,BF-222,F,4.344827586,3.517241379,CFD-BF-222-240-N.jpg,179,144.90804433165323,0.9410897493362427,0.9761306047439575,,125.00338865244146,0.9842132904209216,0.9917945484529621
180,BF-223,F,5.454545455,4.454545455,CFD-BF-223-250-N.jpg,180,146.35438765487424,0.9736877083778381,1.041919469833374,,101.21453587942932,0.9811121827296269,0.9860552342355079
181,BF-224,F,2.75862069,2.034482759,CFD-BF-224-002-N.jpg,181,225.73597671130548,0.9171805381774902,0.9104160666465759,,189.21591744055252,0.1649889467924816,0.29825330105109776
182,BF-225,F,3.730769231,2.692307692,CFD-BF-225-192-N.jpg,182,233.92735715627845,0.7830284833908081,0.8482445478439331,,205.46414706418835,0.906503553508878,0.939729915257107
183,BF-226,F,5.481481481,4.62962963,CFD-BF-226-119-N.jpg,183,118.33288938419565,1.0281316041946411,1.0979403257369995,,61.09641557631363,0.9942128398080609,0.9968511434762511
184,BF-227,F,2.592592593,2.111111111,CFD-BF-227-137-N.jpg,184,218.5321261541833,0.8914549946784973,0.8860225677490234,,199.55017559349966,0.9648632474495636,0.9310835804113831
185,BF-228,F,4.896551724,4.103448276,CFD-BF-228-212-N.jpg,185,209.35680185607228,0.9155932664871216,1.003717064857483,,221.9264808906771,0.9975551405436296,0.9949352346713671
186,BF-229,F,4.846153846,4.730769231,CFD-BF-229-179-N.jpg,186,210.08174106389234,0.990885853767395,1.0247520208358765,,176.73317819644546,0.45047767097418623,0.8237878430599671
187,BF-230,F,4.461538462,3.518518519,CFD-BF-230-189-N.jpg,187,234.23728876003116,0.7517775893211365,0.8797170519828796,,245.0057168381144,0.9989741632303845,0.9993560733011349
188,BF-231,F,3.814814815,2.888888889,CFD-BF-231-202-N.jpg,188,167.47070154775412,0.9068461656570435,0.8935525417327881,,123.8068454636005,0.18752528309663108,0.21932518206640975
189,BF-232,F,5.888888889,4.666666667,CFD-BF-232-187-N.jpg,189,212.02966276750115,0.8535977602005005,0.9756707549095154,,208.07071406546405,0.9985045499873293,0.9996162471538587
190,BF-233,F,5.88,5.12,CFD-BF-233-116-N.jpg,190,228.03494866842797,0.7881298065185547,0.9205736517906189,,232.55140851846832,0.9991417571913398,0.9996627156105329
191,BF-234,F,4.296296296,3,CFD-BF-234-167-N.jpg,191,177.0368184933542,0.8925034999847412,0.9722841382026672,,146.40556522504647,0.9905731431966144,0.9910696536021544
192,BF-235,F,4.379310345,3.724137931,CFD-BF-235-168-N.jpg,192,209.63108063108865,0.7840272784233093,0.896373450756073,,175.5906065080403,0.998795105811358,0.9984674313135457
193,BF-236,F,4.571428571,2.689655172,CFD-BF-236-177-N.jpg,193,155.95538816851405,0.8838358521461487,0.991542637348175,,124.15503792540659,0.9991241457346144,0.999505056039491
194,BF-237,F,5,4.37037037,CFD-BF-237-172-N.jpg,194,174.82277583762288,0.8765249848365784,0.9176930785179138,,122.00793705969471,0.969704303464877,0.9569221047858021
195,BF-238,F,4.130434783,3.28,CFD-BF-238-190-N.jpg,195,216.67513740309118,0.9221577644348145,0.9147968292236328,,188.8221153695539,0.5094536409202128,0.5183336702654215
196,BF-239,F,4.448275862,3.103448276,CFD-BF-239-180-N.jpg,196,172.1357080247783,0.9125022292137146,0.984596312046051,,151.1745942038699,0.9937731992424778,0.9967261235650863
197,BF-240,F,5.896551724,5.310344828,CFD-BF-240-179-N.jpg,197,153.11453811505874,0.8812088966369629,1.0360764265060425,,147.630844717218,0.9998124958887,0.9999180471145527
198,BF-241,F,5.518518519,4.821428571,CFD-BF-241-222-N.jpg,198,235.33493555418113,0.8058838844299316,0.9550695419311523,,233.92828863444635,0.9998857648215154,0.9999465669816855
199,BF-242,F,4.384615385,3.692307692,CFD-BF-242-154-N.jpg,199,205.37471380560362,0.9244711399078369,0.9761644601821899,,183.46192641151796,0.8496751840417022,0.9708933813560701
200,BF-243,F,4.68,4.08,CFD-BF-243-164-N.jpg,200,232.96955884964092,0.8424432277679443,0.9059887528419495,,202.43013919523247,0.9946779041382384,0.9865005828934515
201,BF-244,F,5.214285714,4.75,CFD-BF-244-231-N.jpg,201,218.25297577033135,0.8718511462211609,0.9821757674217224,,208.71043973548637,0.9990679062373636,0.9993346696816355
202,BF-245,F,4.642857143,2.75,CFD-BF-245-178-N.jpg,202,207.30681071291824,0.8580515384674072,0.8734809160232544,,174.67863649652674,0.8890097912569634,0.8562368298084025
203,BF-246,F,4.222222222,2.851851852,CFD-BF-246-170-N.jpg,203,225.78560049494374,0.8651253581047058,0.9537543058395386,,205.89329554809305,0.9973382819246013,0.9972788886057253
204,BF-247,F,5.037037037,4.481481481,CFD-BF-247-179-N.jpg,204,233.19442459869146,0.7709091901779175,0.915361225605011,,227.3229900188132,0.9998472099332697,0.9997446334856516
205,BF-248,F,4.821428571,3.678571429,CFD-BF-248-149-N.jpg,205,217.46885465721977,0.8877949118614197,1.0251184701919556,,196.5190272239113,0.9998289993030317,0.9999107145907922
206,BF-249,F,4.576923077,3.615384615,CFD-BF-249-091-N.jpg,206,207.34156674133226,0.8777341842651367,1.004680871963501,,200.6021643601204,0.9964994247900508,0.999546312075129
207,BF-250,F,5.523809524,3.947368421,CFD-BF-250-121-N.jpg,207,197.22609452580144,0.8815480470657349,0.9853997230529785,,188.66273787893675,0.9993495699130518,0.9994976314900968
208,BF-251,F,5.074074074,4.192307692,CFD-BF-251-211-N.jpg,208,173.7035910162121,1.058907389640808,1.0752393007278442,,144.6517818273325,0.19549285159129864,0.36789294074291834
209,BF-252,F,3.826086957,2.565217391,CFD-BF-252-191-N.jpg,209,216.28878371178195,0.8645563125610352,0.8556861877441406,,199.80009049911908,0.7934856591037175,0.5574086244039889
210,BF-253,F,4.166666667,2.666666667,CFD-BF-253-202-N.jpg,210,221.56922993725394,0.8570855259895325,0.871228039264679,,203.65852423868512,0.32121589946169843,0.5370527369629934
211,BF-254,F,4.230769231,2.666666667,CFD-BF-254-201-N.jpg,211,219.13768953113518,0.8535131812095642,0.9282053709030151,,200.7147178983779,0.978864504999174,0.9841147798687855
212,BF-255,F,4.538461538,3.884615385,CFD-BF-255-140-N.jpg,212,222.18061223487643,0.7538164258003235,0.8818186521530151,,216.79707348427965,0.9997040771138058,0.9995937848877456
213,BM-001,M,1.404255319,2.849462366,CFD-BM-001-014-N.jpg,213,209.05080934179273,0.9315115213394165,0.8768383860588074,166.8336495398975,,0.10519258584013307,0.10326914382990571
214,BM-002,M,2.042553191,3.670212766,CFD-BM-002-013-N.jpg,214,232.3214048521208,0.9076855778694153,0.8439536094665527,212.58627684428478,,0.05968189846979039,0.036931680416371765
215,BM-003,M,1.263736264,2.384615385,CFD-BM-003-003-N.jpg,215,213.270616710029,0.9377411007881165,0.8252845406532288,206.17791986712604,,1.798116568320181e-07,4.4396139068692395e-07
216,BM-004,M,1.596899225,2.480620155,CFD-BM-004-002-N.jpg,216,194.39750617884016,0.9811643958091736,0.9840924143791199,136.8115086777081,,0.40274653696504786,0.6157819610779965
217,BM-005,M,1.630434783,2.836956522,CFD-BM-005-003-N.jpg,217,223.8681380825654,0.9079846143722534,0.8194864988327026,204.04917884307008,,0.08296109682561748,0.04778070085843764
218,BM-009,M,1.612244898,2.908163265,CFD-BM-009-002-N.jpg,218,221.01561962776242,0.8715535998344421,0.7591111063957214,186.23689149727866,,0.05416911859827387,0.008157923284182479
219,BM-010,M,1.521276596,3.457446809,CFD-BM-010-003-N.jpg,219,229.57334412899877,0.9244938492774963,0.8106282353401184,218.32752310680686,,1.0438238608704659e-05,8.318173549801874e-07
220,BM-011,M,1.793478261,2.869565217,CFD-BM-011-016-N.jpg,220,208.26230605926247,0.9211414456367493,0.8323784470558167,197.0092320053357,,0.018540858582594525,0.017590043069081004
221,BM-012,M,1.407407407,2.5,CFD-BM-012-018-N.jpg,221,196.20220147278485,0.9270116090774536,0.851757824420929,176.59094209531779,,0.012829607763888631,0.02150674666759964
222,BM-013,M,2,2.707865169,CFD-BM-013-002-N.jpg,222,230.95914775489337,0.8322224617004395,0.7721244096755981,217.21246085094634,,0.009869514325952306,0.014057262449563799
223,BM-015,M,1.505376344,2.569892473,CFD-BM-015-015-N.jpg,223,198.18293496814553,0.9177328944206238,0.870312511920929,182.34352139637343,,0.7289118509029383,0.3382295933036543
224,BM-016,M,1.6,2.956043956,CFD-BM-016-036-N.jpg,224,212.59698521619748,0.9958531856536865,0.936355471611023,198.8484121314142,,0.006270968289143044,0.004717849925464488
225,BM-017,M,1.901098901,2.945054945,CFD-BM-017-021-N.jpg,225,203.93931826320846,0.9300296306610107,0.9333857297897339,199.75236683371347,,0.07308019688334524,0.4236460458169503
226,BM-018,M,1.489795918,3.551020408,CFD-BM-018-001-N.jpg,226,243.0969632087335,0.8700374364852905,0.8278246521949768,243.6109592192311,,0.2613883985775433,0.1507460248344554
227,BM-019,M,1.693181818,3.875,CFD-BM-019-002-N.jpg,227,239.5704351545076,0.8871932625770569,0.7949085235595703,230.56647378920042,,0.010382482501394024,0.009749506198432461
228,BM-020,M,1.639534884,2.729411765,CFD-BM-020-001-N.jpg,228,173.78055063404454,0.9780887365341187,0.9508364796638489,110.13439594001733,,0.0029933976605345304,0.012017684362204514
229,BM-021,M,1.755319149,3.095744681,CFD-BM-021-021-N.jpg,229,224.67246425334272,0.9265754818916321,0.912761926651001,209.5094919624567,,0.060208810113184776,0.10769657462484365
230,BM-022,M,1.692307692,3.791208791,CFD-BM-022-022-N.jpg,230,229.00638583483493,0.8682401180267334,0.7915876507759094,219.89749172074198,,0.038342098062084475,0.01563650625556192
231,BM-023,M,2.204301075,2.182795699,CFD-BM-023-029-N.jpg,231,211.4390936025293,0.9434258937835693,0.8334630131721497,202.30517665584085,,1.2634594240824531e-05,1.1487895591246321e-05
232,BM-024,M,2.322916667,2.989473684,CFD-BM-024-001-N.jpg,232,214.69946137361387,0.9000864028930664,0.8739727139472961,187.61071477754567,,0.2046704992720434,0.08791152097483598
233,BM-025,M,1.365591398,2.64516129,CFD-BM-025-035-N.jpg,233,192.14195306718298,0.9748216271400452,0.9480040669441223,144.30216761663985,,0.027747883676945344,0.15032783382282144
234,BM-026,M,1.456521739,3.903225806,CFD-BM-026-002-N.jpg,234,231.60971287950647,0.9229314923286438,0.7652099132537842,237.4277869257637,,5.003248518886576e-08,3.178230310186354e-08
235,BM-027,M,1.666666667,3.925925926,CFD-BM-027-001-N.jpg,235,229.24676524341965,0.8906644582748413,0.8144529461860657,215.22317873538492,,0.009644280931505505,0.004541109582573582
236,BM-028,M,2,3,CFD-BM-028-002-N.jpg,236,253.30317777448948,0.899993896484375,0.7541038393974304,261.78869152916195,,6.434723905335352e-06,8.27060785896448e-07
237,BM-029,M,1.681318681,3,CFD-BM-029-024-N.jpg,237,180.95810825725476,1.0138678550720215,0.9105669260025024,118.67953661400821,,1.1686044127916556e-05,4.176126500663428e-06
238,BM-030,M,1.744680851,3.446808511,CFD-BM-030-003-N.jpg,238,224.51580480612304,0.8844823837280273,0.7781439423561096,240.43569974920518,,1.6092667650726244e-06,1.3281165044561999e-06
239,BM-031,M,1.831460674,3.539325843,CFD-BM-031-003-N.jpg,239,241.99301361626937,0.877514660358429,0.7862561941146851,248.50933444281173,,0.004867387169910316,0.0031334052138421993
240,BM-032,M,1.715909091,3.295454545,CFD-BM-032-024-N.jpg,240,192.74197976998695,0.9437566995620728,0.876399576663971,178.29404573219787,,0.007141800554517023,0.011005756445722409
241,BM-033,M,1.404255319,2.808510638,CFD-BM-033-003-N.jpg,241,222.84746876641003,0.924635112285614,0.8490813374519348,212.3785508859265,,0.002561806313405487,1.2661984403385678e-05
242,BM-034,M,1.7,3.144444444,CFD-BM-034-031-N.jpg,242,221.42171272841085,0.9267293810844421,0.8747975826263428,203.85758015180912,,0.007106728021961422,0.017825266952433357
243,BM-036,M,1.848837209,3.435294118,CFD-BM-036-003-N.jpg,243,228.34866166439724,0.8322046399116516,0.8107342720031738,223.3676632535796,,0.8023025068109405,0.5988517050783884
244,BM-037,M,1.755555556,4.044444444,CFD-BM-037-033-N.jpg,244,209.71710994574363,0.9339643716812134,0.8502463698387146,200.42807588880294,,6.194443793284585e-07,6.546593254648916e-06
245,BM-038,M,1.568181818,2.488636364,CFD-BM-038-001-N.jpg,245,225.33550600534466,0.9330050945281982,0.8921006917953491,202.3854378930803,,0.09567940639492749,0.1091239794869206
246,BM-039,M,1.56043956,3.230769231,CFD-BM-039-029-N.jpg,246,242.03185185241347,0.891934871673584,0.7907979488372803,231.7328241619942,,0.007989025092331362,0.006077711773261138
247,BM-040,M,2.144578313,2.963855422,CFD-BM-040-002-N.jpg,247,205.54735440055308,0.9343339204788208,0.961301863193512,153.68414174123222,,0.41740765456394796,0.6566559080573058
248,BM-041,M,1.571428571,3.261904762,CFD-BM-041-035-N.jpg,248,212.10233243695552,0.9169057607650757,0.828235387802124,219.57043486497912,,0.04114265118970356,0.010786768109365234
249,BM-043,M,1.67816092,4.852272727,CFD-BM-043-071-N.jpg,249,225.23476458619643,0.8513638973236084,0.7884259819984436,221.74496826427264,,0.07129117567654618,0.06983411828872696
250,BM-044,M,1.483516484,2.417582418,CFD-BM-044-001-N.jpg,250,201.14381934996888,1.0460807085037231,0.9085043668746948,201.15855159032841,,7.917018840944701e-09,7.820510252100089e-09
251,BM-045,M,1.505617978,3.179775281,CFD-BM-045-004-N.jpg,251,231.562958665088,0.9042084217071533,0.8148511648178101,218.95901518870397,,8.704506885249589e-06,1.3618568822457331e-05
252,BM-046,M,1.83908046,3.770114943,CFD-BM-046-006-N.jpg,252,218.08189678589582,0.8664113879203796,0.7780027389526367,198.1339084211582,,0.007667767404683151,0.0035027651009764786
253,BM-200,M,1.259259259,3.222222222,CFD-BM-200-046-N.jpg,253,212.31379888627026,0.8611382842063904,0.8504636287689209,179.40906378080112,,0.32079907965566695,0.5551584859399263
254,BM-201,M,1.423076923,3.192307692,CFD-BM-201-077-N.jpg,254,175.63991895543853,0.927008330821991,0.9010633826255798,122.81040359333764,,0.5696153438622864,0.4638934107160691
255,BM-202,M,1.407407407,2.185185185,CFD-BM-202-063-N.jpg,255,208.84354516757438,0.9868486523628235,0.9492693543434143,193.64141133013928,,0.12218194163741763,0.108680412945833
256,BM-203,M,1.384615385,3,CFD-BM-203-001-N.jpg,256,214.67339869909108,0.9318496584892273,0.8940892815589905,192.30422272577343,,0.07628219936165416,0.05801668928913961
257,BM-204,M,2.24137931,3.821428571,CFD-BM-204-003-N.jpg,257,198.95452320540252,0.8892738819122314,0.837912380695343,192.62564537272712,,0.06555215180770205,0.03796345866807249
258,BM-205,M,1.2,3.24,CFD-BM-205-001-N.jpg,258,214.9169828498429,0.8869199752807617,0.842970073223114,203.41968851868313,,0.04361349594366502,0.0345679785160989
259,BM-206,M,1.333333333,3.37037037,CFD-BM-206-114-N.jpg,259,178.32831220796555,0.917622983455658,0.8705942630767822,174.38473566556638,,0.05340409943440593,0.03448402870324375
260,BM-207,M,1.333333333,2.892857143,CFD-BM-207-024-N.jpg,260,236.6516661879519,0.875085711479187,0.7699233293533325,237.3055712578752,,0.004269733792626539,0.005774181730567197
261,BM-208,M,1.633333333,3.5,CFD-BM-208-065-N.jpg,261,166.90531553919854,0.9523301720619202,0.8904561996459961,144.28341264120013,,0.002932118124455748,0.0033126619271007796
262,BM-209,M,1.607142857,2.714285714,CFD-BM-209-088-N.jpg,262,225.79555465257602,0.9262150526046753,0.8918986916542053,224.8311017008614,,0.11256942828216254,0.06556440940141754
263,BM-210,M,1.161290323,3.580645161,CFD-BM-210-148-N.jpg,263,210.2173364772898,0.9014602303504944,0.7737520933151245,207.3356375539445,,5.976465635967193e-06,1.5958688225832078e-06
264,BM-211,M,1.925925926,2.692307692,CFD-BM-211-174-N.jpg,264,217.07003962728086,0.9269154071807861,0.8572788238525391,217.90026256956997,,0.028276320190894093,0.02188079691306276
265,BM-212,M,1.565217391,2.217391304,CFD-BM-212-117-N.jpg,265,236.22844202856587,0.8873552680015564,0.8455854654312134,239.55182621401502,,0.016752240631248506,0.016364890285884406
266,BM-213,M,1.4,2.08,CFD-BM-213-134-N.jpg,266,228.5160601923098,0.8661147356033325,0.821933925151825,215.17831851040341,,0.15048142623002556,0.16757951174082927
267,BM-214,M,1.384615385,3.518518519,CFD-BM-214-075-N.jpg,267,220.35724338112425,0.9318925738334656,0.8268175721168518,223.72687860710943,,4.198020888955733e-06,4.163102778077136e-06
268,BM-215,M,1.346153846,4.115384615,CFD-BM-215-155-N.jpg,268,208.8647369262239,0.9246187806129456,0.8049476742744446,213.6923857612894,,9.934363003461966e-07,3.890080550418079e-06
269,BM-216,M,1.37037037,2.148148148,CFD-BM-216-088-N.jpg,269,200.25028250305456,0.9725297093391418,0.962693452835083,166.11195123407487,,0.26381865843886887,0.33112908995645335
270,BM-217,M,1.448275862,2.857142857,CFD-BM-217-082-N.jpg,270,215.7876672724729,0.9134540557861328,0.8387526273727417,216.94472565571144,,0.01131470474926283,0.015220280259635533
271,BM-218,M,1.259259259,2.346153846,CFD-BM-218-132-N.jpg,271,170.1136389341707,0.9929672479629517,0.907814085483551,140.635004449318,,0.008407321032373943,0.007272407862422089
272,BM-219,M,2.038461538,2.111111111,CFD-BM-219-141-N.jpg,272,229.61431185195795,0.8468773365020752,0.7698407769203186,222.45342845488491,,0.20072481081949115,0.06614123200401376
273,BM-221,M,2.708333333,2.125,CFD-BM-221-198-N.jpg,273,218.87051080282666,0.9128329753875732,0.7890380024909973,208.99165560257788,,1.6063317342906993e-06,2.1033667054178338e-07
274,BM-222,M,1.9,2.766666667,CFD-BM-222-173-N.jpg,274,216.01299985813637,0.9074856042861938,0.7845165133476257,197.85022699825728,,2.446714236721188e-07,3.240317848784559e-08
275,BM-223,M,1.148148148,3,CFD-BM-223-171-N.jpg,275,173.85343263619973,0.9756535291671753,0.914272129535675,118.98065466377562,,0.23716223910411496,0.09303694748911216
276,BM-224,M,1.103448276,2.448275862,CFD-BM-224-073-N.jpg,276,211.22048269698848,0.8966219425201416,0.8103548288345337,203.38685064706544,,0.011248921491434022,0.0066507758501473
277,BM-225,M,1.740740741,2.928571429,CFD-BM-225-154-N.jpg,277,197.1105000267684,0.965071976184845,0.9292990565299988,166.39699900749568,,0.0027537069272979024,0.007328132912673518
278,BM-226,M,1.555555556,2.740740741,CFD-BM-226-276-N.jpg,278,216.80227152504884,0.919308602809906,0.9364486932754517,192.0485651116294,,0.13837959938262367,0.5216115820796353
279,BM-227,M,1.333333333,4.111111111,CFD-BM-227-191-N.jpg,279,189.81363900956885,0.9072254300117493,0.8603256940841675,149.88886482558624,,0.08904143231436887,0.03633633998840662
280,BM-228,M,1.24,4,CFD-BM-228-145-N.jpg,280,236.62234266137222,0.86641925573349,0.7549753785133362,236.29803618627636,,0.010088514994238762,0.003442410656565056
281,BM-229,M,1.24137931,3.75862069,CFD-BM-229-209-N.jpg,281,218.63145416328518,0.9161579608917236,0.8840845823287964,186.25710496064482,,0.1725790916240072,0.16988142027860623
282,BM-230,M,1.115384615,2.423076923,CFD-BM-230-232-N.jpg,282,152.34982990421526,1.0526487827301025,0.9859693050384521,52.90147631061188,,0.025855524947763664,0.027670369975643344
283,BM-231,M,1.5,3.730769231,CFD-BM-231-155-N.jpg,283,196.35808473406686,1.002612829208374,0.9468854069709778,165.19951765002446,,0.009382133462881102,0.011848815550846112
284,BM-232,M,1.2,3.16,CFD-BM-232-213-N.jpg,284,234.30229012160765,0.9125998020172119,0.8030339479446411,240.5133600462809,,0.002584061282532026,7.999854233860945e-06
285,BM-233,M,1.04,2.92,CFD-BM-233-285-N.jpg,285,221.68020644453605,0.9738801717758179,0.8499996662139893,209.94566073858476,,3.0504645829843674e-08,3.789425536503743e-08
286,BM-234,M,1.111111111,4.576923077,CFD-BM-234-172-N.jpg,286,188.34926925602443,0.8906411528587341,0.7774984240531921,154.75444313144223,,0.01270619171280968,1.3644085738564398e-05
287,BM-235,M,1.586206897,3.206896552,CFD-BM-235-226-N.jpg,287,211.25154755911595,0.8891565203666687,0.804357647895813,191.50174541582842,,0.03752041639109011,0.015235954411108055
288,BM-236,M,1.535714286,3.607142857,CFD-BM-236-248-N.jpg,288,224.38275500036394,0.9695831537246704,0.9045968055725098,233.69495104817358,,2.7270364053689507e-06,1.3899026384178117e-05
289,BM-237,M,1.538461538,3.961538462,CFD-BM-237-188-N.jpg,289,225.05146911952167,0.9206938147544861,0.8702448606491089,204.81403215915395,,0.09061121159298387,0.0742785038222452
290,BM-238,M,1.62962963,2.407407407,CFD-BM-238-242-N.jpg,290,237.67999480020995,0.933449387550354,0.8067948222160339,226.58034232209562,,9.13606561538132e-06,1.2559850900275318e-06
291,BM-239,M,1.884615385,3.846153846,CFD-BM-239-136-N.jpg,291,224.74564287015275,0.8853875994682312,0.7699390053749084,218.7043945898235,,0.015030564271025329,0.009489919403303739
292,BM-240,M,1.259259259,4.074074074,CFD-BM-240-207-N.jpg,292,240.79960411301022,0.8117835521697998,0.7587295770645142,242.62434055504227,,0.2255141567431047,0.11922510798237466
293,BM-241,M,1.346153846,3.384615385,CFD-BM-241-235-N.jpg,293,233.79138171611584,0.9482704401016235,0.8251839280128479,235.62014733089364,,2.3692605074418726e-08,1.4669800202731307e-07
294,BM-242,M,1.5,3.307692308,CFD-BM-242-233-N.jpg,294,188.9120496474652,0.9934704303741455,0.9101501107215881,161.74398447997095,,0.01938059664405869,0.01342406862191245
295,BM-243,M,1.56,3.12,CFD-BM-243-218-N.jpg,295,220.71219329148298,1.0146929025650024,0.935124397277832,207.7425214770568,,0.051369407356813,0.0157717615464828
296,BM-244,M,1.24,3.04,CFD-BM-244-197-N.jpg,296,216.50641349344224,0.9214801788330078,0.9167220592498779,212.3575597444228,,0.09932579190386304,0.2580824359773049
297,BM-245,M,1.636363636,3.086956522,CFD-BM-245-164-N.jpg,297,233.4995442447374,0.8735346794128418,0.8439225554466248,207.69832947455532,,0.5,0.34428354286926477
298,BM-246,M,1.47826087,3.5,CFD-BM-246-192-N.jpg,298,211.1152866639879,0.9730508327484131,0.8633007407188416,210.18910797671512,,2.063363946256841e-06,6.778593698585972e-07
299,BM-247,M,1.4,3.8,CFD-BM-247-240-N.jpg,299,221.8488603363356,0.8688803911209106,0.7988738417625427,230.38781905221697,,0.03147510950382632,0.038918699293551316
